# Time-averaged data for fix myat2
# TimeStep v_density
2000 0.396327
2100 0.409729
2200 0.421217
2300 0.428875
2400 0.434619
2500 0.451851
2600 0.465253
2700 0.486314
2800 0.490143
2900 0.501631
3000 0.50929
3100 0.518863
3200 0.522692
3300 0.53418
3400 0.543753
3500 0.551411
3600 0.564814
3700 0.576301
3800 0.585874
3900 0.587789
4000 0.597362
4100 0.606935
4200 0.612679
4300 0.618423
4400 0.624167
4500 0.635655
4600 0.643313
4700 0.645228
4800 0.649057
4900 0.656715
5000 0.660545
5100 0.664374
5200 0.681606
5300 0.693093
5400 0.706496
5500 0.71224
5600 0.716069
5700 0.717983
5800 0.723727
5900 0.729471
6000 0.731386
6100 0.744788
6200 0.748617
6300 0.752447
6400 0.756276
6500 0.760105
6600 0.763934
6700 0.767764
6800 0.779251
6900 0.783081
7000 0.783081
7100 0.784995
7200 0.788824
7300 0.790739
7400 0.794568
7500 0.806056
7600 0.809885
7700 0.809885
7800 0.8118
7900 0.817544
8000 0.829031
8100 0.83669
8200 0.83669
8300 0.842434
8400 0.844348
8500 0.844348
8600 0.848178
8700 0.852007
8800 0.853922
8900 0.863495
9000 0.865409
9100 0.869239
9200 0.873068
9300 0.873068
9400 0.873068
9500 0.873068
9600 0.878812
9700 0.880726
9800 0.882641
9900 0.882641
10000 0.882641
10100 0.884556
10200 0.884556
10300 0.892214
10400 0.892214
10500 0.892214
10600 0.892214
10700 0.892214
10800 0.894129
10900 0.894129
11000 0.896043
11100 0.896043
11200 0.896043
11300 0.896043
11400 0.901787
11500 0.903702
11600 0.903702
11700 0.903702
11800 0.903702
11900 0.905616
12000 0.907531
12100 0.909446
12200 0.909446
12300 0.91136
12400 0.91136
12500 0.91136
12600 0.913275
12700 0.913275
12800 0.913275
12900 0.913275
13000 0.915189
13100 0.915189
13200 0.917104
13300 0.917104
13400 0.917104
13500 0.917104
13600 0.917104
13700 0.917104
13800 0.917104
13900 0.919019
14000 0.919019
14100 0.919019
14200 0.919019
14300 0.920933
14400 0.922848
14500 0.924763
14600 0.926677
14700 0.926677
14800 0.926677
14900 0.926677
15000 0.926677
15100 0.928592
15200 0.928592
15300 0.928592
15400 0.928592
15500 0.928592
15600 0.928592
15700 0.928592
15800 0.934336
15900 0.934336
16000 0.934336
16100 0.934336
16200 0.934336
16300 0.934336
16400 0.934336
16500 0.93625
16600 0.93625
16700 0.94008
16800 0.943909
16900 0.943909
17000 0.943909
17100 0.943909
17200 0.943909
17300 0.943909
17400 0.943909
17500 0.943909
17600 0.943909
17700 0.943909
17800 0.943909
17900 0.943909
18000 0.945823
18100 0.945823
18200 0.945823
18300 0.945823
18400 0.945823
18500 0.945823
18600 0.945823
18700 0.949653
18800 0.951567
18900 0.951567
19000 0.951567
19100 0.951567
19200 0.951567
19300 0.951567
19400 0.951567
19500 0.951567
19600 0.951567
19700 0.951567
19800 0.953482
19900 0.953482
20000 0.953482
20100 0.953482
20200 0.953482
20300 0.953482
20400 0.953482
20500 0.953482
20600 0.953482
20700 0.953482
20800 0.953482
20900 0.953482
21000 0.953482
21100 0.953482
21200 0.953482
21300 0.953482
21400 0.953482
21500 0.953482
21600 0.953482
21700 0.953482
21800 0.953482
21900 0.953482
22000 0.953482
22100 0.953482
22200 0.953482
22300 0.953482
22400 0.953482
22500 0.957311
22600 0.957311
22700 0.957311
22800 0.957311
22900 0.957311
23000 0.957311
23100 0.957311
23200 0.957311
23300 0.957311
23400 0.959226
23500 0.959226
23600 0.96114
23700 0.96114
23800 0.963055
23900 0.963055
24000 0.963055
24100 0.96497
24200 0.96497
24300 0.96497
24400 0.966884
24500 0.966884
24600 0.966884
24700 0.966884
24800 0.966884
24900 0.966884
25000 0.966884
25100 0.966884
25200 0.966884
25300 0.966884
25400 0.966884
25500 0.966884
25600 0.968799
25700 0.968799
25800 0.968799
25900 0.968799
26000 0.968799
26100 0.968799
26200 0.968799
26300 0.968799
26400 0.968799
26500 0.970714
26600 0.970714
26700 0.970714
26800 0.970714
26900 0.972628
27000 0.972628
27100 0.972628
27200 0.972628
27300 0.972628
27400 0.972628
27500 0.972628
27600 0.972628
27700 0.972628
27800 0.972628
27900 0.972628
28000 0.972628
28100 0.972628
28200 0.972628
28300 0.972628
28400 0.972628
28500 0.972628
28600 0.972628
28700 0.972628
28800 0.972628
28900 0.972628
29000 0.972628
29100 0.974543
29200 0.974543
29300 0.974543
29400 0.974543
29500 0.974543
29600 0.974543
29700 0.974543
29800 0.974543
29900 0.976457
30000 0.976457
30100 0.976457
30200 0.976457
30300 0.976457
30400 0.976457
30500 0.976457
30600 0.976457
30700 0.976457
30800 0.976457
30900 0.976457
31000 0.976457
31100 0.976457
31200 0.978372
31300 0.978372
31400 0.978372
31500 0.980287
31600 0.980287
31700 0.980287
31800 0.980287
31900 0.980287
32000 0.980287
32100 0.980287
32200 0.980287
32300 0.980287
32400 0.980287
32500 0.980287
32600 0.980287
32700 0.980287
32800 0.980287
32900 0.980287
33000 0.980287
33100 0.980287
33200 0.980287
33300 0.980287
33400 0.980287
33500 0.980287
33600 0.982201
33700 0.982201
33800 0.982201
33900 0.982201
34000 0.982201
34100 0.982201
34200 0.982201
34300 0.982201
34400 0.982201
34500 0.982201
34600 0.982201
34700 0.982201
34800 0.982201
34900 0.982201
35000 0.982201
35100 0.982201
35200 0.984116
35300 0.984116
35400 0.984116
35500 0.984116
35600 0.984116
35700 0.984116
35800 0.984116
35900 0.984116
36000 0.984116
36100 0.984116
36200 0.984116
36300 0.984116
36400 0.984116
36500 0.984116
36600 0.984116
36700 0.984116
36800 0.986031
36900 0.986031
37000 0.986031
37100 0.986031
37200 0.986031
37300 0.986031
37400 0.986031
37500 0.986031
37600 0.986031
37700 0.986031
37800 0.986031
37900 0.986031
38000 0.986031
38100 0.986031
38200 0.986031
38300 0.986031
38400 0.986031
38500 0.986031
38600 0.986031
38700 0.986031
38800 0.986031
38900 0.986031
39000 0.986031
39100 0.986031
39200 0.986031
39300 0.987945
39400 0.987945
39500 0.987945
39600 0.987945
39700 0.987945
39800 0.987945
39900 0.987945
40000 0.987945
40100 0.987945
40200 0.987945
40300 0.987945
40400 0.987945
40500 0.987945
40600 0.987945
40700 0.987945
40800 0.987945
40900 0.987945
41000 0.987945
41100 0.987945
41200 0.987945
41300 0.987945
41400 0.987945
41500 0.987945
41600 0.987945
41700 0.987945
41800 0.987945
41900 0.987945
42000 0.987945
42100 0.987945
42200 0.987945
42300 0.987945
42400 0.987945
42500 0.987945
42600 0.98986
42700 0.991774
42800 0.991774
42900 0.991774
43000 0.991774
43100 0.991774
43200 0.991774
43300 0.993689
43400 0.993689
43500 0.993689
43600 0.993689
43700 0.993689
43800 0.993689
43900 0.995604
44000 0.995604
44100 0.997518
44200 0.997518
44300 0.997518
44400 0.997518
44500 0.997518
44600 0.997518
44700 0.997518
44800 0.997518
44900 0.997518
45000 0.997518
45100 0.997518
45200 0.997518
45300 0.997518
45400 0.997518
45500 0.999433
45600 0.999433
45700 0.999433
45800 0.999433
45900 0.999433
46000 0.999433
46100 0.999433
46200 0.999433
46300 0.999433
46400 0.999433
46500 0.999433
46600 0.999433
46700 0.999433
46800 0.999433
46900 0.999433
47000 0.999433
47100 0.999433
47200 0.999433
47300 0.999433
47400 0.999433
47500 0.999433
47600 0.999433
47700 0.999433
47800 0.999433
47900 0.999433
48000 0.999433
48100 0.999433
48200 0.999433
48300 0.999433
48400 0.999433
48500 1.00135
48600 1.00135
48700 1.00135
48800 1.00135
48900 1.00135
49000 1.00135
49100 1.00326
49200 1.00326
49300 1.00326
49400 1.00326
49500 1.00326
49600 1.00326
49700 1.00326
49800 1.00326
49900 1.00326
50000 1.00326
50100 1.00326
50200 1.00326
50300 1.00326
50400 1.00326
50500 1.00326
50600 1.00326
50700 1.00326
50800 1.00326
50900 1.00518
51000 1.00709
51100 1.00709
51200 1.00709
51300 1.00709
51400 1.00709
51500 1.00709
51600 1.00709
51700 1.00709
51800 1.00709
51900 1.00709
52000 1.00709
52100 1.00901
52200 1.01092
52300 1.01092
52400 1.01092
52500 1.01475
52600 1.01475
52700 1.01475
52800 1.01666
52900 1.01666
53000 1.01666
53100 1.01666
53200 1.01666
53300 1.01666
53400 1.01666
53500 1.01666
53600 1.01666
53700 1.01666
53800 1.01666
53900 1.01666
54000 1.01666
54100 1.01666
54200 1.01666
54300 1.01666
54400 1.01666
54500 1.01666
54600 1.01666
54700 1.01666
54800 1.01666
54900 1.01666
55000 1.01666
55100 1.01666
55200 1.01666
55300 1.01666
55400 1.01666
55500 1.01666
55600 1.01666
55700 1.01666
55800 1.01666
55900 1.01666
56000 1.01666
56100 1.01666
56200 1.01666
56300 1.01666
56400 1.01666
56500 1.01666
56600 1.01666
56700 1.01666
56800 1.01666
56900 1.01666
57000 1.01666
57100 1.01666
57200 1.01666
57300 1.01666
57400 1.01666
57500 1.01858
57600 1.01858
57700 1.01858
57800 1.01858
57900 1.01858
58000 1.01858
58100 1.01858
58200 1.01858
58300 1.01858
58400 1.01858
58500 1.01858
58600 1.01858
58700 1.01858
58800 1.01858
58900 1.01858
59000 1.01858
59100 1.01858
59200 1.01858
59300 1.01858
59400 1.01858
59500 1.01858
59600 1.01858
59700 1.01858
59800 1.01858
59900 1.01858
60000 1.01858
60100 1.01858
60200 1.01858
60300 1.01858
60400 1.01858
60500 1.01858
60600 1.01858
60700 1.01858
60800 1.01858
60900 1.01858
61000 1.01858
61100 1.01858
61200 1.01858
61300 1.01858
61400 1.01858
61500 1.01858
61600 1.01858
61700 1.01858
61800 1.01858
61900 1.01858
62000 1.01858
62100 1.01858
62200 1.01858
62300 1.01858
62400 1.01858
62500 1.01858
62600 1.01858
62700 1.01858
62800 1.01858
62900 1.01858
63000 1.01858
63100 1.01858
63200 1.01858
63300 1.01858
63400 1.01858
63500 1.01858
63600 1.02049
63700 1.02049
63800 1.02049
63900 1.02049
64000 1.02049
64100 1.02049
64200 1.02049
64300 1.02049
64400 1.02049
64500 1.02049
64600 1.02049
64700 1.02049
64800 1.02049
64900 1.02049
65000 1.02241
65100 1.02241
65200 1.02241
65300 1.02241
65400 1.02241
65500 1.02241
65600 1.02241
65700 1.02241
65800 1.02241
65900 1.02241
66000 1.02241
66100 1.02241
66200 1.02241
66300 1.02241
66400 1.02241
66500 1.02241
66600 1.02432
66700 1.02432
66800 1.02432
66900 1.02432
67000 1.02432
67100 1.02432
67200 1.02432
67300 1.02432
67400 1.02624
67500 1.02624
67600 1.02624
67700 1.02624
67800 1.02624
67900 1.02624
68000 1.02624
68100 1.02624
68200 1.02624
68300 1.02624
68400 1.02624
68500 1.02624
68600 1.02624
68700 1.02624
68800 1.02624
68900 1.02624
69000 1.02624
69100 1.02624
69200 1.02624
69300 1.02624
69400 1.02624
69500 1.02624
69600 1.02624
69700 1.02624
69800 1.02624
69900 1.02624
70000 1.02624
70100 1.02624
70200 1.02624
70300 1.02624
70400 1.02624
70500 1.02624
70600 1.02624
70700 1.02624
70800 1.02624
70900 1.02624
71000 1.02624
71100 1.02624
71200 1.02624
71300 1.02624
71400 1.02624
71500 1.02624
71600 1.02624
71700 1.02624
71800 1.02624
71900 1.02624
72000 1.02624
72100 1.02815
72200 1.02815
72300 1.02815
72400 1.02815
72500 1.02815
72600 1.02815
72700 1.02815
72800 1.02815
72900 1.02815
73000 1.02815
73100 1.02815
73200 1.02815
73300 1.02815
73400 1.02815
73500 1.03007
73600 1.03007
73700 1.03007
73800 1.03007
73900 1.03007
74000 1.03007
74100 1.03007
74200 1.03007
74300 1.03007
74400 1.03007
74500 1.03007
74600 1.03007
74700 1.03007
74800 1.03007
74900 1.03007
75000 1.03007
75100 1.03007
75200 1.03007
75300 1.03007
75400 1.03007
75500 1.03007
75600 1.03007
75700 1.03007
75800 1.03007
75900 1.03007
76000 1.03007
76100 1.03007
76200 1.03007
76300 1.03007
76400 1.03007
76500 1.03007
76600 1.03007
76700 1.03007
76800 1.03007
76900 1.03007
77000 1.03007
77100 1.03007
77200 1.03007
77300 1.03007
77400 1.03007
77500 1.03007
77600 1.03007
77700 1.03007
77800 1.03007
77900 1.03007
78000 1.03007
78100 1.03007
78200 1.03007
78300 1.03007
78400 1.03007
78500 1.03007
78600 1.03007
78700 1.03007
78800 1.03007
78900 1.03007
79000 1.03007
79100 1.03007
79200 1.03007
79300 1.03007
79400 1.03007
79500 1.03007
79600 1.03007
79700 1.03007
79800 1.03007
79900 1.03007
80000 1.03007
80100 1.03007
80200 1.03007
80300 1.03007
80400 1.03007
80500 1.03007
80600 1.03007
80700 1.03007
80800 1.03007
80900 1.03007
81000 1.03007
81100 1.03007
81200 1.03007
81300 1.03007
81400 1.03007
81500 1.03007
81600 1.03007
81700 1.03007
81800 1.03007
81900 1.03007
82000 1.03007
82100 1.03007
82200 1.03007
82300 1.03007
82400 1.03007
82500 1.03007
82600 1.03007
82700 1.03007
82800 1.03007
82900 1.03007
83000 1.03007
83100 1.03007
83200 1.03007
83300 1.03007
83400 1.03007
83500 1.03007
83600 1.03007
83700 1.03007
83800 1.03007
83900 1.03007
84000 1.03007
84100 1.03007
84200 1.03007
84300 1.03007
84400 1.03007
84500 1.03007
84600 1.03007
84700 1.03007
84800 1.03007
84900 1.03007
85000 1.03007
85100 1.03007
85200 1.03007
85300 1.03007
85400 1.03007
85500 1.03007
85600 1.03007
85700 1.03007
85800 1.03007
85900 1.03007
86000 1.03007
86100 1.03007
86200 1.03007
86300 1.03007
86400 1.03007
86500 1.03007
86600 1.03198
86700 1.03198
86800 1.03198
86900 1.03198
87000 1.03198
87100 1.03198
87200 1.03198
87300 1.03198
87400 1.03198
87500 1.03198
87600 1.03198
87700 1.03198
87800 1.03198
87900 1.03198
88000 1.03198
88100 1.03198
88200 1.03198
88300 1.03198
88400 1.03198
88500 1.03198
88600 1.03198
88700 1.03198
88800 1.03198
88900 1.03198
89000 1.03198
89100 1.03198
89200 1.03198
89300 1.03198
89400 1.03198
89500 1.03198
89600 1.03198
89700 1.03198
89800 1.03198
89900 1.03198
90000 1.03198
90100 1.03198
90200 1.03198
90300 1.03198
90400 1.03198
90500 1.03198
90600 1.03198
90700 1.03198
90800 1.03198
90900 1.0339
91000 1.0339
91100 1.0339
91200 1.0339
91300 1.0339
91400 1.0339
91500 1.0339
91600 1.0339
91700 1.0339
91800 1.03581
91900 1.03581
92000 1.03581
92100 1.03581
92200 1.03581
92300 1.03581
92400 1.03581
92500 1.03581
92600 1.03581
92700 1.03581
92800 1.03773
92900 1.03773
93000 1.03773
93100 1.03773
93200 1.03773
93300 1.03773
93400 1.03773
93500 1.03773
93600 1.03773
93700 1.03773
93800 1.03773
93900 1.03773
94000 1.03773
94100 1.03773
94200 1.03773
94300 1.03773
94400 1.03773
94500 1.03773
94600 1.03773
94700 1.03773
94800 1.03773
94900 1.03773
95000 1.03773
95100 1.03773
95200 1.03773
95300 1.03773
95400 1.03773
95500 1.03773
95600 1.03773
95700 1.03773
95800 1.03773
95900 1.03773
96000 1.03773
96100 1.03773
96200 1.03773
96300 1.03773
96400 1.03773
96500 1.03773
96600 1.03773
96700 1.03773
96800 1.03773
96900 1.03773
97000 1.03773
97100 1.03773
97200 1.03773
97300 1.03773
97400 1.03773
97500 1.03773
97600 1.03773
97700 1.03773
97800 1.03773
97900 1.03773
98000 1.03773
98100 1.03773
98200 1.03773
98300 1.03773
98400 1.03773
98500 1.03773
98600 1.03773
98700 1.03773
98800 1.03773
98900 1.03773
99000 1.03773
99100 1.03773
99200 1.03773
99300 1.03773
99400 1.03773
99500 1.03773
99600 1.03773
99700 1.03773
99800 1.03773
99900 1.03773
100000 1.03773
100100 1.03773
100200 1.03964
100300 1.03964
100400 1.03964
100500 1.03964
100600 1.03964
100700 1.03964
100800 1.03964
100900 1.03964
101000 1.03964
101100 1.03964
101200 1.03964
101300 1.03964
101400 1.03964
101500 1.03964
101600 1.03964
101700 1.03964
101800 1.03964
101900 1.03964
102000 1.03964
102100 1.03964
102200 1.03964
102300 1.03964
102400 1.03964
102500 1.03964
102600 1.03964
102700 1.03964
102800 1.03964
102900 1.03964
103000 1.03964
103100 1.03964
103200 1.03964
103300 1.03964
103400 1.03964
103500 1.03964
103600 1.03964
103700 1.03964
103800 1.03964
103900 1.03964
104000 1.03964
104100 1.03964
104200 1.03964
104300 1.03964
104400 1.03964
104500 1.03964
104600 1.03964
104700 1.03964
104800 1.03964
104900 1.03964
105000 1.03964
105100 1.03964
105200 1.03964
105300 1.03964
105400 1.03964
105500 1.03964
105600 1.03964
105700 1.03964
105800 1.03964
105900 1.03964
106000 1.03964
106100 1.03964
106200 1.03964
106300 1.03964
106400 1.03964
106500 1.03964
106600 1.03964
106700 1.03964
106800 1.03964
106900 1.03964
107000 1.03964
107100 1.03964
107200 1.03964
107300 1.03964
107400 1.03964
107500 1.03964
107600 1.03964
107700 1.03964
107800 1.03964
107900 1.03964
108000 1.03964
108100 1.03964
108200 1.03964
108300 1.03964
108400 1.03964
108500 1.03964
108600 1.03964
108700 1.03964
108800 1.03964
108900 1.03964
109000 1.03964
109100 1.03964
109200 1.03964
109300 1.03964
109400 1.03964
109500 1.03964
109600 1.03964
109700 1.03964
109800 1.03964
109900 1.03964
110000 1.03964
110100 1.03964
110200 1.03964
110300 1.03964
110400 1.03964
110500 1.03964
110600 1.03964
110700 1.03964
110800 1.03964
110900 1.03964
111000 1.03964
111100 1.03964
111200 1.03964
111300 1.03964
111400 1.04155
111500 1.04155
111600 1.04155
111700 1.04155
111800 1.04155
111900 1.04155
112000 1.04155
112100 1.04155
112200 1.04155
112300 1.04155
112400 1.04155
112500 1.04155
112600 1.04155
112700 1.04155
112800 1.04155
112900 1.04155
113000 1.04155
113100 1.04155
113200 1.04155
113300 1.04155
113400 1.04155
113500 1.04155
113600 1.04155
113700 1.04155
113800 1.04155
113900 1.04155
114000 1.04155
114100 1.04155
114200 1.04155
114300 1.04155
114400 1.04155
114500 1.04155
114600 1.04155
114700 1.04155
114800 1.04155
114900 1.04155
115000 1.04155
115100 1.04155
115200 1.04155
115300 1.04155
115400 1.04155
115500 1.04155
115600 1.04155
115700 1.04155
115800 1.04155
115900 1.04155
116000 1.04155
116100 1.04155
116200 1.04347
116300 1.04347
