# Time-averaged data for fix myat1
# TimeStep v_nO
2000 20
2100 19
2200 20
2300 24
2400 28
2500 31
2600 33
2700 37
2800 37
2900 39
3000 44
3100 46
3200 49
3300 52
3400 52
3500 54
3600 54
3700 56
3800 57
3900 59
4000 61
4100 62
4200 63
4300 66
4400 65
4500 67
4600 69
4700 69
4800 72
4900 73
5000 76
5100 78
5200 81
5300 82
5400 84
5500 84
5600 87
5700 89
5800 91
5900 94
6000 97
6100 101
6200 102
6300 104
6400 107
6500 105
6600 105
6700 109
6800 111
6900 113
7000 114
7100 115
7200 118
7300 118
7400 120
7500 123
7600 126
7700 128
7800 129
7900 131
8000 132
8100 135
8200 140
8300 144
8400 146
8500 150
8600 151
8700 155
8800 158
8900 158
9000 161
9100 162
9200 166
9300 168
9400 170
9500 172
9600 176
9700 179
9800 180
9900 183
10000 184
10100 187
10200 191
10300 193
10400 197
10500 197
10600 196
10700 198
10800 200
10900 203
11000 205
11100 209
11200 213
11300 215
11400 217
11500 218
11600 221
11700 224
11800 226
11900 226
12000 231
12100 235
12200 240
12300 240
12400 242
12500 243
12600 247
12700 250
12800 251
12900 250
13000 251
13100 251
13200 253
13300 256
13400 258
13500 260
13600 264
13700 265
13800 270
13900 273
14000 274
14100 275
14200 276
14300 279
14400 283
14500 284
14600 287
14700 291
14800 293
14900 295
15000 297
15100 298
15200 302
15300 302
15400 300
15500 301
15600 302
15700 304
15800 305
15900 305
16000 307
16100 309
16200 312
16300 313
16400 313
16500 313
16600 314
16700 313
16800 315
16900 318
17000 319
17100 320
17200 319
17300 321
17400 320
17500 323
17600 326
17700 328
17800 328
17900 329
18000 330
18100 333
18200 336
18300 337
18400 341
18500 344
18600 346
18700 348
18800 350
18900 350
19000 354
19100 356
19200 358
19300 361
19400 364
19500 362
19600 364
19700 368
19800 370
19900 375
20000 377
20100 380
20200 381
20300 385
20400 389
20500 390
20600 391
20700 392
20800 392
20900 392
21000 393
21100 396
21200 397
21300 399
21400 400
21500 400
21600 402
21700 404
21800 406
21900 409
22000 411
