# Time-averaged data for fix myat1
# TimeStep v_nO
2000 25
2100 16
2200 16
2300 12
2400 14
2500 22
2600 27
2700 31
2800 31
2900 35
3000 42
3100 47
3200 45
3300 54
3400 57
3500 61
3600 63
3700 70
3800 77
3900 80
4000 85
4100 94
4200 96
4300 98
4400 106
4500 112
4600 116
4700 119
4800 124
4900 130
5000 132
5100 135
5200 138
5300 142
5400 146
5500 147
5600 157
5700 160
5800 169
5900 174
6000 175
6100 176
6200 179
6300 186
6400 189
6500 192
6600 193
6700 194
6800 196
6900 200
7000 208
7100 212
7200 212
7300 214
7400 219
7500 221
7600 224
7700 227
7800 227
7900 230
8000 237
8100 240
8200 242
8300 244
8400 250
8500 253
8600 255
8700 259
8800 263
8900 267
9000 270
9100 273
9200 272
9300 275
9400 276
9500 279
9600 282
9700 286
9800 287
9900 290
10000 293
10100 296
10200 298
10300 304
10400 305
10500 307
10600 309
10700 310
10800 311
10900 311
11000 311
11100 314
11200 314
11300 315
11400 318
11500 319
11600 320
11700 321
11800 322
11900 324
12000 326
12100 328
12200 331
12300 336
12400 337
12500 337
12600 337
12700 339
12800 343
12900 344
13000 345
13100 348
13200 349
13300 351
13400 353
13500 355
13600 357
13700 359
13800 361
13900 361
14000 363
14100 365
14200 366
14300 367
14400 368
14500 368
14600 368
14700 369
14800 371
14900 373
15000 375
15100 377
15200 377
15300 379
15400 381
15500 381
15600 383
15700 384
15800 385
15900 386
16000 387
16100 388
16200 389
16300 390
16400 391
16500 392
16600 392
16700 394
16800 399
16900 400
17000 400
17100 404
17200 409
17300 411
17400 411
17500 413
17600 413
17700 414
17800 416
17900 417
18000 418
18100 419
18200 423
18300 423
18400 426
18500 427
18600 427
18700 427
18800 427
18900 427
19000 428
19100 430
19200 430
19300 430
19400 432
19500 432
19600 433
19700 433
19800 433
19900 434
20000 435
20100 435
20200 436
20300 438
20400 438
20500 439
20600 438
20700 439
20800 440
20900 441
21000 441
21100 441
21200 441
21300 441
21400 443
21500 443
21600 444
21700 444
21800 444
21900 446
22000 446
22100 447
22200 449
22300 450
22400 451
22500 452
22600 452
22700 452
22800 452
22900 452
23000 453
23100 454
23200 455
23300 455
23400 455
23500 455
23600 455
23700 456
23800 457
23900 457
24000 457
24100 458
24200 458
24300 461
24400 461
24500 461
24600 461
24700 461
24800 461
24900 461
25000 461
25100 461
25200 462
25300 462
25400 462
25500 462
25600 462
25700 462
25800 464
25900 465
26000 465
26100 466
26200 466
26300 466
26400 467
26500 467
26600 467
26700 467
26800 467
26900 467
27000 467
27100 467
27200 467
27300 468
27400 468
27500 468
27600 468
27700 468
27800 468
27900 468
28000 469
28100 470
28200 471
28300 471
28400 471
28500 472
28600 474
28700 474
28800 474
28900 474
29000 474
29100 474
29200 474
29300 474
29400 475
29500 475
29600 475
29700 475
29800 476
29900 476
30000 476
30100 476
30200 477
30300 477
30400 477
30500 477
30600 477
30700 479
30800 479
30900 479
31000 480
31100 480
31200 481
31300 481
31400 481
31500 481
31600 482
31700 482
31800 482
31900 483
32000 483
32100 483
32200 483
32300 483
32400 483
32500 483
32600 483
32700 483
32800 483
32900 483
33000 483
33100 483
33200 483
33300 483
33400 483
33500 483
33600 483
33700 483
33800 484
33900 484
34000 484
34100 484
34200 484
34300 484
34400 484
34500 484
34600 484
34700 486
34800 486
34900 486
35000 486
35100 486
35200 486
35300 486
35400 486
35500 486
35600 486
35700 486
35800 487
35900 487
36000 487
36100 488
36200 488
36300 489
36400 489
36500 489
36600 489
36700 489
36800 489
36900 490
37000 491
37100 491
37200 491
37300 491
37400 491
37500 491
37600 492
37700 492
37800 492
37900 492
38000 492
38100 492
38200 492
38300 492
38400 492
38500 492
38600 492
38700 492
38800 492
38900 492
39000 493
39100 494
39200 494
39300 494
39400 494
39500 494
39600 494
39700 494
39800 494
39900 494
40000 494
40100 494
40200 496
40300 496
40400 496
40500 496
40600 497
40700 498
40800 498
40900 499
41000 499
41100 499
41200 499
41300 499
41400 499
41500 499
41600 499
41700 500
41800 501
41900 501
42000 501
42100 501
42200 502
42300 502
42400 502
42500 502
42600 502
42700 502
42800 502
42900 502
43000 503
43100 503
43200 504
43300 504
43400 504
43500 504
43600 504
43700 504
43800 504
43900 504
44000 504
44100 504
44200 504
44300 504
44400 504
44500 504
44600 504
44700 504
44800 504
44900 504
45000 504
45100 504
45200 504
45300 506
45400 506
45500 506
45600 506
45700 506
45800 507
45900 507
46000 507
46100 508
46200 508
46300 508
46400 508
46500 509
46600 509
46700 509
46800 509
46900 509
47000 509
47100 509
47200 509
47300 509
47400 509
47500 509
47600 509
47700 509
47800 509
47900 509
48000 509
48100 509
48200 509
48300 509
48400 509
48500 509
