# Time-averaged data for fix myat1
# TimeStep v_nO
2000 20
2100 19
2200 18
2300 21
2400 25
2500 27
2600 29
2700 33
2800 31
2900 33
3000 38
3100 39
3200 41
3300 44
3400 42
3500 43
3600 39
3700 38
3800 37
3900 38
4000 39
4100 39
4200 40
4300 42
4400 39
4500 41
4600 41
4700 39
4800 42
4900 40
5000 42
5100 43
5200 44
5300 45
5400 46
5500 46
5600 47
5700 48
5800 50
5900 52
6000 53
6100 56
6200 55
6300 55
6400 56
6500 54
6600 51
6700 55
6800 56
6900 57
7000 56
7100 55
7200 58
7300 56
7400 57
7500 58
7600 60
7700 60
7800 61
7900 61
8000 59
8100 61
8200 66
8300 69
8400 68
8500 70
8600 70
8700 73
8800 74
8900 71
9000 73
9100 74
9200 76
9300 76
9400 75
9500 74
9600 75
9700 76
9800 77
9900 77
10000 76
10100 78
10200 80
10300 79
10400 81
10500 79
10600 80
10700 80
10800 82
10900 83
11000 84
11100 87
11200 88
11300 87
11400 88
11500 87
11600 88
11700 88
11800 87
11900 85
12000 89
12100 91
12200 92
12300 90
12400 91
12500 91
12600 94
12700 95
12800 92
12900 90
13000 91
13100 87
13200 87
13300 90
13400 89
13500 89
13600 91
13700 91
13800 94
13900 97
14000 99
14100 97
14200 99
14300 100
14400 102
14500 102
14600 104
14700 105
14800 104
14900 104
15000 103
15100 104
15200 106
15300 105
15400 103
15500 101
15600 100
15700 100
15800 99
15900 96
16000 97
16100 98
16200 99
16300 101
16400 101
16500 100
16600 100
16700 98
16800 100
16900 100
17000 99
17100 100
17200 98
17300 99
17400 96
17500 97
17600 97
17700 98
17800 97
17900 96
18000 96
18100 98
18200 101
18300 101
18400 102
18500 104
18600 105
18700 105
18800 104
18900 105
19000 108
19100 108
19200 108
19300 109
19400 107
19500 105
19600 105
19700 108
19800 109
19900 111
20000 112
20100 113
20200 114
20300 116
20400 118
20500 119
20600 118
20700 120
20800 119
20900 118
21000 119
21100 118
21200 119
21300 120
21400 117
21500 117
21600 118
21700 119
21800 120
21900 121
22000 120
