# Time-averaged data for fix myat1
# TimeStep v_nO
2000 207
2100 210
2200 216
2300 219
2400 225
2500 230
2600 231
2700 238
2800 238
2900 241
3000 243
3100 248
3200 246
3300 251
3400 254
3500 257
3600 262
3700 270
3800 271
3900 272
4000 276
4100 279
4200 283
4300 288
4400 287
4500 289
4600 291
4700 293
4800 295
4900 300
5000 302
5100 304
5200 309
5300 310
5400 314
5500 315
5600 320
5700 322
5800 327
5900 328
6000 334
6100 337
6200 339
6300 339
6400 340
6500 342
6600 343
6700 343
6800 344
6900 346
7000 348
7100 351
7200 352
7300 352
7400 354
7500 359
7600 361
7700 362
7800 363
7900 363
8000 365
8100 367
8200 368
8300 369
8400 372
8500 373
8600 375
8700 379
8800 382
8900 387
9000 389
9100 389
9200 392
9300 393
9400 393
9500 395
9600 397
9700 398
9800 402
9900 406
10000 408
10100 408
10200 412
10300 414
10400 416
10500 417
10600 417
10700 418
10800 419
10900 419
11000 419
11100 422
11200 423
11300 424
11400 425
11500 425
11600 425
11700 425
11800 425
11900 427
12000 430
12100 432
12200 434
12300 435
12400 436
12500 437
12600 437
12700 436
12800 436
12900 438
13000 439
13100 440
13200 441
13300 442
13400 443
13500 444
13600 447
13700 447
13800 447
13900 448
14000 449
14100 449
14200 450
14300 451
14400 451
14500 452
14600 453
14700 453
14800 455
14900 456
15000 456
15100 458
15200 458
15300 458
15400 458
15500 459
15600 459
15700 460
15800 462
15900 462
16000 462
16100 462
16200 463
16300 463
16400 463
16500 464
16600 464
16700 464
16800 468
16900 468
17000 468
17100 468
17200 470
17300 470
17400 471
17500 471
17600 471
17700 471
17800 471
17900 473
18000 473
18100 474
18200 475
18300 475
18400 475
18500 475
18600 476
18700 476
18800 476
18900 476
19000 478
19100 478
19200 478
19300 478
19400 478
19500 480
19600 481
19700 482
19800 482
19900 482
20000 483
20100 483
20200 483
20300 483
20400 483
20500 484
20600 483
20700 483
20800 483
20900 483
21000 483
21100 483
21200 483
21300 483
21400 483
21500 483
21600 483
21700 483
21800 483
21900 483
22000 484
22100 485
22200 486
22300 486
22400 486
22500 486
22600 486
22700 486
22800 487
22900 488
23000 488
23100 488
23200 488
23300 488
23400 488
23500 488
23600 488
23700 488
23800 489
23900 489
24000 489
24100 489
24200 490
24300 490
24400 491
24500 491
24600 491
24700 491
24800 491
24900 491
25000 491
25100 491
25200 491
25300 492
25400 492
25500 493
25600 494
25700 494
25800 494
25900 495
26000 495
26100 495
26200 495
26300 495
26400 496
26500 496
26600 496
26700 496
26800 496
26900 496
27000 496
27100 496
27200 496
27300 497
27400 497
27500 497
27600 497
27700 497
27800 497
27900 497
28000 497
28100 498
28200 498
28300 498
28400 498
28500 498
28600 499
28700 499
28800 500
28900 500
29000 500
29100 500
29200 500
29300 501
29400 501
29500 501
29600 502
29700 502
29800 502
29900 502
30000 502
30100 502
30200 502
30300 502
30400 502
30500 502
30600 502
30700 502
30800 502
30900 502
31000 502
31100 502
31200 502
31300 502
31400 502
31500 502
31600 502
31700 502
31800 502
31900 503
32000 503
32100 503
32200 504
32300 504
32400 504
32500 504
32600 504
32700 504
32800 505
32900 505
33000 505
33100 505
33200 505
33300 505
33400 505
33500 505
33600 506
33700 507
33800 507
