# Time-averaged data for fix myat1
# TimeStep v_nO
2000 207
2100 218
2200 225
2300 228
2400 233
2500 248
2600 252
2700 262
2800 265
2900 275
3000 283
3100 293
3200 300
3300 304
3400 309
3500 310
3600 313
3700 322
3800 324
3900 328
4000 331
4100 334
4200 338
4300 339
4400 344
4500 347
4600 351
4700 355
4800 357
4900 361
5000 365
5100 368
5200 375
5300 380
5400 381
5500 385
5600 389
5700 392
5800 394
5900 395
6000 396
6100 400
6200 401
6300 404
6400 406
6500 409
6600 411
6700 413
6800 414
6900 418
7000 419
7100 420
7200 421
7300 422
7400 425
7500 426
7600 427
7700 428
7800 429
7900 429
8000 430
8100 433
8200 434
8300 435
8400 436
8500 436
8600 439
8700 442
8800 443
8900 444
9000 446
9100 446
9200 447
9300 447
9400 447
9500 447
9600 449
9700 449
9800 449
9900 449
10000 450
10100 451
10200 452
10300 453
10400 454
10500 455
10600 455
10700 457
10800 457
10900 458
11000 458
11100 459
11200 459
11300 460
11400 460
11500 461
11600 461
11700 462
11800 463
11900 463
12000 464
12100 464
12200 464
12300 465
12400 466
12500 468
12600 468
12700 469
12800 469
12900 469
13000 469
13100 469
13200 469
13300 469
13400 470
13500 472
13600 472
13700 472
13800 472
13900 472
14000 472
14100 473
14200 473
14300 473
14400 473
14500 474
14600 475
14700 476
14800 476
14900 476
15000 477
15100 477
15200 477
15300 477
15400 477
15500 477
15600 477
15700 477
15800 478
15900 478
16000 479
16100 479
16200 479
16300 479
16400 479
16500 479
16600 479
16700 479
16800 479
16900 479
17000 479
17100 480
17200 481
17300 481
17400 481
17500 481
17600 481
17700 481
17800 481
17900 481
18000 481
18100 481
18200 482
18300 482
18400 484
18500 484
18600 484
18700 485
18800 485
18900 485
19000 485
19100 485
19200 487
19300 488
19400 489
19500 489
19600 489
19700 490
19800 490
19900 490
20000 490
20100 490
20200 490
20300 490
20400 490
20500 490
20600 490
20700 490
20800 490
20900 491
21000 492
21100 493
21200 493
21300 493
21400 493
21500 493
21600 494
21700 494
21800 494
21900 495
22000 495
22100 495
22200 496
22300 496
22400 496
22500 496
22600 497
22700 497
22800 497
22900 497
23000 497
23100 497
23200 498
23300 498
23400 498
23500 498
23600 499
23700 499
23800 499
23900 499
24000 499
24100 499
24200 499
24300 499
24400 500
24500 500
24600 500
24700 502
24800 503
24900 503
25000 503
25100 503
25200 503
25300 503
25400 503
25500 503
25600 503
25700 503
25800 503
25900 503
26000 503
26100 503
26200 503
26300 503
26400 503
26500 503
26600 503
26700 503
26800 503
26900 503
27000 503
27100 504
27200 504
27300 504
27400 504
27500 504
27600 504
27700 504
27800 504
27900 504
28000 504
28100 505
28200 505
28300 505
28400 505
28500 505
28600 506
28700 506
28800 506
28900 506
29000 506
29100 506
29200 506
29300 506
29400 507
29500 508
29600 508
29700 508
29800 508
29900 508
30000 508
30100 508
30200 508
30300 508
30400 509
30500 509
30600 509
30700 510
30800 510
30900 510
31000 510
31100 510
31200 510
31300 510
31400 510
31500 510
31600 511
31700 511
31800 512
31900 512
32000 512
32100 512
32200 513
32300 513
32400 513
32500 513
32600 513
32700 513
32800 513
32900 513
33000 513
33100 513
33200 513
33300 513
33400 513
33500 513
33600 513
33700 513
33800 513
33900 513
34000 513
34100 513
34200 513
34300 513
34400 513
34500 513
34600 513
34700 513
34800 513
34900 514
35000 514
35100 514
35200 514
35300 514
35400 514
35500 514
35600 514
35700 514
35800 514
35900 514
36000 515
36100 515
36200 515
36300 515
36400 515
36500 516
36600 517
36700 517
36800 517
36900 517
37000 517
37100 518
37200 518
37300 518
37400 518
37500 518
37600 519
37700 519
37800 519
37900 519
38000 519
38100 519
38200 519
38300 519
38400 519
38500 519
38600 519
38700 519
38800 519
38900 519
39000 519
39100 519
39200 519
39300 519
39400 519
39500 519
39600 519
39700 519
39800 519
39900 519
40000 519
40100 519
40200 519
40300 519
40400 519
40500 519
40600 519
40700 519
40800 519
40900 519
41000 519
41100 519
41200 519
41300 519
41400 519
41500 519
41600 520
41700 520
41800 520
41900 521
42000 521
42100 521
42200 521
42300 521
42400 521
42500 521
42600 521
42700 521
42800 521
42900 521
43000 521
43100 521
43200 521
43300 521
43400 521
43500 521
43600 521
43700 522
43800 522
43900 522
44000 522
44100 522
44200 522
44300 522
44400 522
44500 522
44600 522
44700 522
44800 522
44900 522
45000 522
45100 522
45200 522
45300 522
45400 523
45500 523
45600 523
45700 523
45800 523
45900 523
46000 523
46100 523
46200 523
46300 523
46400 523
46500 523
46600 523
46700 523
46800 523
46900 523
47000 523
47100 523
47200 523
47300 523
47400 523
47500 523
47600 523
47700 523
47800 523
47900 523
48000 523
48100 523
48200 523
48300 523
48400 523
48500 523
48600 523
48700 523
48800 523
48900 523
49000 523
49100 523
49200 523
49300 523
49400 523
49500 523
49600 523
49700 523
49800 523
49900 524
50000 524
50100 524
50200 524
50300 524
50400 524
50500 524
50600 524
50700 524
50800 524
50900 524
51000 524
51100 524
51200 524
51300 524
51400 524
51500 524
51600 524
51700 524
51800 524
51900 524
52000 524
52100 524
52200 524
52300 524
52400 524
52500 524
52600 525
52700 525
52800 525
52900 525
53000 525
53100 525
53200 525
53300 525
53400 525
53500 525
53600 525
53700 525
53800 525
53900 525
54000 525
54100 525
54200 525
54300 525
54400 525
54500 525
54600 525
54700 525
54800 526
54900 526
55000 527
55100 527
55200 527
55300 527
55400 527
55500 527
55600 527
55700 527
55800 527
55900 527
56000 527
56100 527
56200 528
56300 528
56400 528
56500 528
56600 528
56700 528
56800 529
56900 529
57000 529
57100 529
57200 529
57300 530
57400 530
57500 530
