# Time-averaged data for fix myat1
# TimeStep v_nO
2000 25
2100 16
2200 13
2300 9
2400 9
2500 18
2600 20
2700 26
2800 26
2900 30
3000 34
3100 38
3200 39
3300 44
3400 48
3500 52
3600 57
3700 60
3800 65
3900 71
4000 72
4100 77
4200 81
4300 86
4400 87
4500 92
4600 95
4700 96
4800 96
4900 97
5000 99
5100 103
5200 105
5300 111
5400 112
5500 116
5600 119
5700 125
5800 129
5900 128
6000 131
6100 131
6200 135
6300 143
6400 144
6500 143
6600 145
6700 148
6800 150
6900 155
7000 161
7100 162
7200 164
7300 164
7400 167
7500 172
7600 177
7700 181
7800 181
7900 182
8000 184
8100 187
8200 189
8300 191
8400 195
8500 194
8600 197
8700 201
8800 204
8900 211
9000 216
9100 218
9200 219
9300 220
9400 223
9500 225
9600 227
9700 232
9800 236
9900 242
10000 246
10100 249
10200 253
10300 254
10400 257
10500 259
10600 261
10700 263
10800 265
10900 268
11000 268
11100 269
11200 272
11300 272
11400 275
11500 276
11600 276
11700 279
11800 282
11900 284
12000 288
12100 290
12200 294
12300 295
12400 298
12500 298
12600 298
12700 299
12800 301
12900 304
13000 309
13100 311
13200 311
13300 312
13400 314
13500 316
13600 317
13700 319
13800 320
13900 323
14000 327
14100 329
14200 330
14300 333
14400 335
14500 336
14600 337
14700 341
14800 344
14900 345
15000 347
15100 348
15200 348
15300 350
15400 351
15500 351
15600 352
15700 356
15800 359
15900 361
16000 361
16100 362
16200 364
16300 365
16400 370
16500 371
16600 373
16700 375
16800 375
16900 375
17000 376
17100 376
17200 377
17300 379
17400 379
17500 379
17600 381
17700 385
17800 386
17900 390
18000 391
18100 393
18200 393
18300 397
18400 399
18500 403
18600 404
18700 405
18800 406
18900 406
19000 407
19100 408
19200 408
19300 408
19400 410
19500 411
19600 411
19700 412
19800 412
19900 413
20000 415
20100 417
20200 418
20300 419
20400 420
20500 421
20600 421
20700 423
20800 424
20900 424
21000 425
21100 425
21200 426
21300 426
21400 427
21500 427
21600 428
21700 430
21800 431
21900 432
22000 433
22100 433
22200 436
22300 436
22400 437
22500 438
22600 438
22700 438
22800 440
22900 442
23000 443
23100 443
23200 444
23300 444
23400 445
23500 446
23600 446
23700 447
23800 447
23900 448
24000 449
24100 449
24200 449
24300 449
24400 450
24500 451
24600 451
24700 451
24800 452
24900 453
25000 456
25100 456
25200 456
25300 456
25400 457
25500 457
25600 457
25700 457
25800 457
25900 457
26000 457
26100 457
26200 457
26300 459
26400 461
26500 461
26600 461
26700 462
26800 462
26900 463
27000 463
27100 464
27200 464
27300 464
27400 464
27500 464
27600 464
27700 465
27800 465
27900 465
28000 465
28100 466
28200 466
28300 467
28400 467
28500 467
28600 467
28700 467
28800 467
28900 467
29000 467
29100 469
29200 469
29300 469
29400 469
29500 469
29600 470
29700 470
29800 470
29900 470
30000 472
30100 472
30200 473
30300 476
30400 477
30500 478
30600 479
30700 479
30800 480
30900 480
31000 481
31100 481
31200 481
31300 482
31400 482
31500 482
31600 482
31700 482
31800 482
31900 482
32000 482
32100 482
32200 482
32300 482
32400 483
32500 483
32600 483
32700 483
32800 484
32900 484
33000 485
33100 486
33200 486
33300 486
33400 486
33500 488
33600 488
33700 489
33800 489
33900 489
34000 489
34100 489
34200 489
34300 489
34400 489
34500 489
34600 489
34700 489
34800 490
34900 490
35000 490
35100 490
35200 490
35300 490
35400 490
35500 490
35600 490
35700 490
35800 490
35900 490
36000 490
36100 490
36200 491
36300 491
36400 491
36500 491
36600 491
36700 492
36800 492
36900 492
37000 492
37100 492
37200 493
37300 493
37400 494
37500 494
37600 494
37700 494
37800 495
37900 495
38000 495
38100 495
38200 495
38300 495
38400 496
38500 497
38600 497
38700 498
38800 498
38900 498
39000 498
39100 498
39200 498
39300 498
39400 498
39500 499
39600 499
39700 499
39800 499
39900 499
40000 499
40100 499
40200 500
40300 500
40400 500
40500 500
40600 500
40700 500
40800 501
40900 501
41000 501
41100 501
41200 501
41300 501
41400 501
41500 502
41600 502
41700 502
41800 502
41900 503
42000 503
42100 503
42200 503
42300 503
42400 503
42500 503
42600 503
42700 503
42800 503
42900 503
43000 503
43100 505
43200 506
43300 506
43400 506
43500 506
43600 506
43700 507
43800 507
43900 507
44000 507
44100 507
44200 507
44300 508
44400 508
44500 508
44600 508
44700 508
44800 508
44900 508
45000 508
45100 508
45200 508
45300 508
45400 508
45500 508
45600 509
45700 509
45800 509
45900 509
46000 509
46100 509
46200 509
46300 509
46400 509
46500 509
46600 509
46700 509
46800 509
46900 509
47000 510
47100 510
47200 510
47300 510
47400 510
47500 510
47600 510
47700 510
47800 510
47900 510
48000 510
48100 510
48200 510
48300 510
48400 510
48500 510
