# Time-averaged data for fix myat2
# TimeStep v_density
2000 0.00116857
2100 0.000876429
2200 0.000759572
2300 0.000934858
2400 0.00105171
2500 0.00111014
2600 0.00105171
2700 0.001227
2800 0.000934858
2900 0.000876429
3000 0.00116857
3100 0.00116857
3200 0.00111014
3300 0.00116857
3400 0.000993286
3500 0.000934858
3600 0.000642715
3700 0.000584286
3800 0.000525857
3900 0.000584286
4000 0.000642715
4100 0.000642715
4200 0.000642715
4300 0.000759572
4400 0.000584286
4500 0.000642715
4600 0.000584286
4700 0.000467429
4800 0.000642715
4900 0.000467429
5000 0.000584286
5100 0.000642715
5200 0.000701143
5300 0.000701143
5400 0.000701143
5500 0.000701143
5600 0.000759572
5700 0.000701143
5800 0.000759572
5900 0.000818
6000 0.000876429
6100 0.000993286
6200 0.000818
6300 0.000876429
6400 0.000934858
6500 0.000759572
6600 0.000642715
6700 0.000876429
6800 0.000934858
6900 0.000876429
7000 0.000818
7100 0.000759572
7200 0.000818
7300 0.000642715
7400 0.000701143
7500 0.000759572
7600 0.000818
7700 0.000759572
7800 0.000701143
7900 0.000701143
8000 0.000584286
8100 0.000701143
8200 0.000993286
8300 0.00116857
8400 0.00105171
8500 0.00116857
8600 0.00111014
8700 0.00128543
8800 0.00128543
8900 0.000993286
9000 0.00105171
9100 0.00111014
9200 0.001227
9300 0.001227
9400 0.00111014
9500 0.000993286
9600 0.00111014
9700 0.00116857
9800 0.001227
9900 0.00116857
10000 0.00111014
10100 0.00116857
10200 0.00128543
10300 0.001227
10400 0.00134386
10500 0.00116857
10600 0.00111014
10700 0.00105171
10800 0.00111014
10900 0.001227
11000 0.001227
11100 0.00140229
11200 0.00146072
11300 0.00140229
11400 0.00140229
11500 0.00128543
11600 0.00134386
11700 0.00134386
11800 0.00134386
11900 0.001227
12000 0.00151914
12100 0.001636
12200 0.00169443
12300 0.00151914
12400 0.00146072
12500 0.00140229
12600 0.00151914
12700 0.00157757
12800 0.00140229
12900 0.00116857
13000 0.001227
13100 0.000993286
13200 0.000993286
13300 0.00116857
13400 0.00111014
13500 0.00105171
13600 0.001227
13700 0.00128543
13800 0.00146072
13900 0.00146072
14000 0.00146072
14100 0.00134386
14200 0.001227
14300 0.00116857
14400 0.00128543
14500 0.001227
14600 0.00128543
14700 0.00134386
14800 0.00128543
14900 0.001227
15000 0.001227
15100 0.00128543
15200 0.00151914
15300 0.001227
15400 0.00105171
15500 0.000934858
15600 0.000993286
15700 0.000876429
15800 0.000701143
15900 0.000642715
16000 0.000642715
16100 0.000701143
16200 0.000759572
16300 0.000818
16400 0.000818
16500 0.000525857
16600 0.000525857
16700 0.000467429
16800 0.000584286
16900 0.000759572
17000 0.000701143
17100 0.000642715
17200 0.000409
17300 0.000467429
17400 0.000350572
17500 0.000409
17600 0.000525857
17700 0.000584286
17800 0.000525857
17900 0.000467429
18000 0.000467429
18100 0.000642715
18200 0.000818
18300 0.000759572
18400 0.000934858
18500 0.000993286
18600 0.000934858
18700 0.000876429
18800 0.000876429
18900 0.000818
19000 0.00105171
19100 0.000934858
19200 0.000993286
19300 0.00111014
19400 0.00105171
19500 0.000759572
19600 0.000876429
19700 0.00111014
19800 0.00105171
19900 0.001227
20000 0.00128543
20100 0.00128543
20200 0.001227
20300 0.00134386
20400 0.00151914
20500 0.00146072
20600 0.001227
20700 0.00116857
20800 0.000993286
20900 0.000934858
21000 0.000876429
21100 0.000934858
21200 0.000876429
21300 0.000993286
21400 0.000818
21500 0.000642715
21600 0.000701143
21700 0.000701143
21800 0.000642715
21900 0.000701143
22000 0.000701143
