# Time-averaged data for fix myat1
# TimeStep v_nO
2000 20
2100 15
2200 13
2300 16
2400 18
2500 19
2600 18
2700 21
2800 16
2900 15
3000 20
3100 20
3200 19
3300 20
3400 17
3500 16
3600 11
3700 10
3800 9
3900 10
4000 11
4100 11
4200 11
4300 13
4400 10
4500 11
4600 10
4700 8
4800 11
4900 8
5000 10
5100 11
5200 12
5300 12
5400 12
5500 12
5600 13
5700 12
5800 13
5900 14
6000 15
6100 17
6200 14
6300 15
6400 16
6500 13
6600 11
6700 15
6800 16
6900 15
7000 14
7100 13
7200 14
7300 11
7400 12
7500 13
7600 14
7700 13
7800 12
7900 12
8000 10
8100 12
8200 17
8300 20
8400 18
8500 20
8600 19
8700 22
8800 22
8900 17
9000 18
9100 19
9200 21
9300 21
9400 19
9500 17
9600 19
9700 20
9800 21
9900 20
10000 19
10100 20
10200 22
10300 21
10400 23
10500 20
10600 19
10700 18
10800 19
10900 21
11000 21
11100 24
11200 25
11300 24
11400 24
11500 22
11600 23
11700 23
11800 23
11900 21
12000 26
12100 28
12200 29
12300 26
12400 25
12500 24
12600 26
12700 27
12800 24
12900 20
13000 21
13100 17
13200 17
13300 20
13400 19
13500 18
13600 21
13700 22
13800 25
13900 25
14000 25
14100 23
14200 21
14300 20
14400 22
14500 21
14600 22
14700 23
14800 22
14900 21
15000 21
15100 22
15200 26
15300 21
15400 18
15500 16
15600 17
15700 15
15800 12
15900 11
16000 11
16100 12
16200 13
16300 14
16400 14
16500 9
16600 9
16700 8
16800 10
16900 13
17000 12
17100 11
17200 7
17300 8
17400 6
17500 7
17600 9
17700 10
17800 9
17900 8
18000 8
18100 11
18200 14
18300 13
18400 16
18500 17
18600 16
18700 15
18800 15
18900 14
19000 18
19100 16
19200 17
19300 19
19400 18
19500 13
19600 15
19700 19
19800 18
19900 21
20000 22
20100 22
20200 21
20300 23
20400 26
20500 25
20600 21
20700 20
20800 17
20900 16
21000 15
21100 16
21200 15
21300 17
21400 14
21500 11
21600 12
21700 12
21800 11
21900 12
22000 12
