# Time-averaged data for fix myat1
# TimeStep v_nO
2000 20
2100 19
2200 18
2300 22
2400 26
2500 29
2600 31
2700 35
2800 35
2900 37
3000 42
3100 44
3200 47
3300 50
3400 50
3500 52
3600 52
3700 54
3800 55
3900 56
4000 58
4100 59
4200 60
4300 63
4400 61
4500 63
4600 63
4700 63
4800 66
4900 67
5000 69
5100 70
5200 72
5300 73
5400 75
5500 75
5600 78
5700 79
5800 81
5900 84
6000 87
6100 91
6200 89
6300 91
6400 94
6500 92
6600 91
6700 95
6800 97
6900 98
7000 99
7100 98
7200 101
7300 100
7400 102
7500 105
7600 107
7700 109
7800 109
7900 111
8000 110
8100 113
8200 118
8300 122
8400 123
8500 127
8600 128
8700 132
8800 135
8900 135
9000 136
9100 137
9200 141
9300 143
9400 143
9500 144
9600 148
9700 151
9800 153
9900 154
10000 155
10100 157
10200 161
10300 162
10400 166
10500 166
10600 164
10700 166
10800 169
10900 172
11000 174
11100 178
11200 182
11300 183
11400 185
11500 185
11600 188
11700 191
11800 192
11900 193
12000 198
12100 202
12200 207
12300 206
12400 208
12500 207
12600 210
12700 213
12800 212
12900 210
13000 212
13100 211
13200 212
13300 216
13400 217
13500 218
13600 222
13700 224
13800 229
13900 231
14000 232
14100 233
14200 233
14300 236
14400 240
14500 240
14600 243
14700 247
14800 248
14900 250
15000 252
15100 254
15200 256
15300 254
15400 254
15500 256
15600 259
15700 260
15800 261
15900 261
16000 262
16100 262
16200 265
16300 266
16400 266
16500 266
16600 265
16700 264
16800 267
16900 270
17000 271
17100 272
17200 269
17300 271
17400 269
17500 272
17600 274
17700 276
17800 277
17900 277
18000 279
18100 282
18200 285
18300 285
18400 287
18500 289
18600 291
18700 291
18800 291
18900 292
19000 295
19100 295
19200 296
19300 298
19400 299
19500 299
19600 301
19700 305
19800 306
19900 310
20000 313
20100 314
20200 316
20300 320
20400 324
20500 324
20600 324
20700 325
20800 326
20900 328
21000 329
21100 331
21200 332
21300 333
21400 332
21500 332
21600 333
21700 335
21800 337
21900 339
22000 340
