# Time-averaged data for fix myat1
# TimeStep v_nO
2000 25
2100 21
2200 23
2300 25
2400 30
2500 38
2600 36
2700 40
2800 40
2900 43
3000 46
3100 52
3200 56
3300 63
3400 68
3500 76
3600 77
3700 79
3800 81
3900 89
4000 90
4100 96
4200 104
4300 107
4400 110
4500 120
4600 123
4700 126
4800 130
4900 134
5000 136
5100 140
5200 148
5300 154
5400 163
5500 169
5600 177
5700 179
5800 183
5900 186
6000 191
6100 195
6200 199
6300 204
6400 208
6500 211
6600 214
6700 220
6800 228
6900 231
7000 235
7100 239
7200 241
7300 243
7400 253
7500 257
7600 260
7700 265
7800 268
7900 271
8000 273
8100 278
8200 282
8300 283
8400 286
8500 290
8600 294
8700 296
8800 299
8900 304
9000 307
9100 308
9200 315
9300 317
9400 319
9500 321
9600 324
9700 325
9800 327
9900 330
10000 331
10100 332
10200 334
10300 337
10400 337
10500 339
10600 340
10700 340
10800 343
10900 345
11000 347
11100 348
11200 350
11300 352
11400 353
11500 353
11600 354
11700 356
11800 357
11900 361
12000 363
12100 364
12200 364
12300 365
12400 367
12500 368
12600 369
12700 370
12800 370
12900 371
13000 371
13100 374
13200 379
13300 380
13400 382
13500 383
13600 385
13700 387
13800 389
13900 390
14000 391
14100 392
14200 394
14300 395
14400 398
14500 402
14600 404
14700 405
14800 407
14900 407
15000 410
15100 412
15200 414
15300 414
15400 414
15500 414
15600 414
15700 416
15800 419
15900 419
16000 421
16100 423
16200 425
16300 426
16400 427
16500 427
16600 428
16700 429
16800 429
16900 430
17000 431
17100 431
17200 432
17300 433
17400 435
17500 435
17600 436
17700 437
17800 437
17900 439
18000 439
18100 442
18200 443
18300 443
18400 444
18500 444
18600 446
18700 446
18800 447
18900 447
19000 449
19100 450
19200 452
19300 452
19400 452
19500 452
19600 453
19700 453
19800 453
19900 453
20000 453
20100 455
20200 458
20300 458
20400 458
20500 458
20600 458
20700 459
20800 459
20900 459
21000 459
21100 460
21200 461
21300 461
21400 461
21500 463
21600 463
21700 463
21800 466
21900 467
22000 468
22100 468
22200 468
22300 470
22400 470
22500 470
22600 471
22700 471
22800 471
22900 471
23000 472
23100 472
23200 474
23300 474
23400 474
23500 474
23600 475
23700 476
23800 476
23900 477
24000 477
24100 477
24200 477
24300 477
24400 477
24500 477
24600 477
24700 478
24800 478
24900 480
25000 480
25100 480
25200 482
25300 483
25400 483
25500 483
25600 484
25700 484
25800 484
25900 484
26000 485
26100 485
26200 486
26300 486
26400 486
26500 488
26600 488
26700 488
26800 488
26900 488
27000 489
27100 489
27200 490
27300 491
27400 491
27500 491
27600 491
27700 491
27800 491
27900 491
28000 491
28100 491
28200 491
28300 491
28400 491
28500 491
28600 491
28700 491
28800 491
28900 491
29000 491
29100 491
29200 491
29300 491
29400 491
29500 491
29600 491
29700 491
29800 491
29900 491
30000 491
30100 491
30200 491
30300 491
30400 492
30500 492
30600 493
30700 493
30800 493
30900 493
31000 493
31100 493
31200 493
31300 493
31400 493
31500 493
31600 493
31700 494
31800 494
31900 494
32000 494
32100 494
32200 494
32300 495
32400 495
32500 495
32600 495
32700 495
32800 495
32900 495
33000 495
33100 495
33200 495
33300 495
33400 495
33500 495
33600 495
33700 495
33800 495
33900 495
34000 495
34100 495
34200 495
34300 495
34400 495
34500 495
34600 495
34700 495
34800 495
34900 495
35000 495
35100 495
35200 495
35300 495
35400 495
35500 495
35600 495
35700 495
35800 495
35900 495
36000 495
36100 495
36200 495
36300 496
36400 496
36500 497
36600 497
36700 497
36800 498
36900 498
37000 498
37100 499
37200 499
37300 499
37400 499
37500 499
37600 499
37700 500
37800 500
37900 500
38000 500
38100 500
38200 500
38300 500
38400 500
38500 500
38600 500
38700 500
38800 500
38900 500
39000 500
39100 501
39200 503
39300 503
39400 503
39500 503
39600 503
39700 503
39800 503
39900 503
40000 503
40100 503
40200 503
40300 503
40400 503
40500 503
40600 503
40700 503
40800 503
40900 503
41000 503
41100 503
41200 503
41300 503
41400 503
41500 503
41600 503
41700 503
41800 503
41900 503
42000 503
42100 503
42200 504
42300 504
42400 504
42500 504
42600 504
42700 504
42800 504
42900 504
43000 504
43100 504
43200 504
43300 504
43400 504
43500 504
43600 504
43700 504
43800 504
43900 504
44000 504
44100 504
44200 504
44300 505
44400 505
44500 505
44600 505
44700 505
44800 505
44900 506
45000 506
45100 506
45200 506
45300 506
45400 507
45500 507
45600 507
45700 507
45800 507
45900 507
46000 507
46100 507
46200 507
46300 507
46400 507
46500 507
46600 507
46700 507
46800 507
46900 507
47000 507
47100 507
47200 507
47300 507
47400 507
47500 507
47600 507
47700 507
47800 507
47900 508
48000 508
48100 508
48200 508
48300 508
48400 508
48500 509
48600 509
48700 509
48800 509
48900 509
49000 509
49100 509
49200 509
49300 509
49400 509
49500 509
49600 509
49700 509
49800 509
49900 509
50000 509
50100 509
50200 509
50300 509
50400 509
50500 509
50600 509
50700 509
50800 509
50900 509
51000 509
51100 509
51200 509
51300 509
51400 509
51500 509
51600 509
51700 509
51800 509
51900 509
52000 509
52100 509
52200 509
52300 509
52400 509
52500 509
52600 509
52700 509
52800 509
52900 509
53000 509
53100 509
53200 509
53300 509
53400 509
53500 509
53600 509
53700 509
53800 509
53900 509
54000 509
54100 509
54200 509
54300 509
54400 509
54500 509
54600 509
54700 509
54800 509
54900 509
55000 509
55100 509
55200 509
55300 509
55400 509
55500 509
55600 509
55700 509
55800 509
55900 510
56000 510
56100 510
56200 510
56300 510
56400 510
56500 510
56600 510
56700 511
56800 511
56900 511
57000 511
57100 511
57200 511
57300 511
57400 511
57500 511
57600 511
57700 511
57800 511
57900 511
58000 511
58100 512
58200 512
58300 512
58400 512
58500 512
58600 514
58700 514
58800 514
58900 514
59000 515
59100 515
59200 515
59300 515
59400 515
59500 515
59600 515
59700 515
59800 515
59900 515
60000 515
60100 515
60200 516
60300 516
60400 517
60500 517
60600 517
60700 517
60800 517
60900 517
61000 517
61100 517
61200 517
61300 517
61400 517
61500 517
61600 517
61700 517
61800 517
61900 517
62000 517
62100 517
62200 517
62300 517
62400 517
62500 517
62600 517
62700 517
62800 517
62900 517
63000 517
63100 517
63200 517
63300 517
63400 517
63500 517
63600 517
63700 517
63800 518
63900 518
64000 518
64100 518
64200 518
64300 518
64400 518
64500 518
64600 518
64700 518
64800 518
64900 518
65000 518
65100 518
65200 518
65300 518
65400 518
65500 518
65600 518
65700 519
65800 519
65900 519
66000 519
66100 519
66200 519
66300 519
66400 519
66500 519
66600 520
66700 520
66800 520
66900 520
67000 520
67100 520
67200 520
67300 520
67400 520
67500 520
67600 520
67700 520
67800 520
67900 520
68000 520
68100 520
68200 520
68300 520
68400 520
68500 520
68600 520
68700 520
68800 520
68900 520
69000 520
69100 520
69200 520
69300 520
69400 520
69500 520
69600 520
69700 520
69800 520
69900 520
70000 520
70100 520
70200 520
70300 521
70400 521
70500 521
70600 521
70700 521
70800 521
70900 521
71000 521
71100 521
71200 521
71300 521
71400 521
71500 522
71600 522
71700 522
71800 522
71900 522
72000 522
72100 522
72200 522
72300 522
72400 522
72500 522
72600 522
72700 522
72800 522
72900 522
73000 522
73100 522
73200 522
73300 522
73400 522
73500 522
73600 522
73700 522
73800 522
73900 522
74000 522
74100 522
74200 522
74300 522
74400 522
74500 522
74600 522
74700 522
74800 522
74900 522
75000 522
75100 522
75200 522
75300 522
75400 522
75500 524
75600 524
75700 524
75800 524
75900 524
76000 524
76100 524
76200 524
76300 524
76400 524
76500 524
76600 524
76700 524
76800 524
76900 524
77000 524
77100 524
77200 524
77300 524
77400 524
77500 524
77600 524
77700 524
77800 524
77900 524
78000 524
78100 524
78200 524
78300 524
78400 524
78500 524
78600 524
78700 524
78800 525
78900 525
79000 525
79100 525
79200 525
79300 525
79400 525
79500 525
79600 525
79700 525
79800 525
79900 525
80000 525
80100 525
80200 525
80300 525
80400 525
80500 525
80600 525
80700 525
80800 526
80900 526
81000 526
81100 526
81200 526
81300 526
81400 526
81500 526
81600 526
81700 526
81800 526
81900 526
82000 526
82100 526
82200 526
82300 526
82400 526
82500 526
82600 527
82700 527
82800 527
82900 527
83000 527
83100 527
83200 527
83300 527
83400 527
83500 527
83600 527
83700 527
83800 527
83900 527
84000 527
84100 527
84200 527
84300 527
84400 527
84500 527
84600 527
84700 527
84800 527
84900 527
85000 527
85100 527
85200 527
85300 527
85400 527
85500 527
85600 527
85700 527
85800 527
85900 527
86000 527
86100 527
86200 527
86300 527
86400 527
86500 527
86600 528
86700 528
86800 528
86900 528
87000 528
87100 528
87200 528
87300 528
87400 528
87500 528
87600 528
87700 528
87800 528
87900 528
88000 528
88100 528
88200 528
88300 528
88400 528
88500 528
88600 528
88700 528
88800 528
88900 528
89000 528
89100 528
89200 528
89300 528
89400 528
89500 528
89600 528
89700 528
89800 528
89900 528
90000 528
90100 528
90200 528
90300 528
90400 528
90500 528
90600 528
90700 528
90800 528
90900 528
91000 528
91100 528
91200 528
91300 528
91400 528
91500 528
91600 528
91700 528
91800 528
91900 528
92000 528
92100 528
92200 528
92300 528
92400 528
92500 528
92600 528
92700 528
92800 528
92900 528
93000 528
93100 528
93200 528
93300 528
93400 528
93500 528
93600 528
93700 528
93800 528
93900 528
94000 528
94100 528
94200 529
94300 529
94400 529
94500 529
94600 529
94700 529
94800 529
94900 529
95000 529
95100 529
95200 529
95300 529
95400 529
95500 529
95600 529
95700 529
95800 529
95900 529
96000 529
96100 530
96200 530
96300 530
96400 530
96500 530
96600 530
96700 530
96800 530
96900 530
97000 530
97100 530
97200 530
97300 530
97400 530
97500 530
97600 530
97700 530
97800 530
97900 530
98000 531
98100 531
98200 531
98300 531
98400 531
98500 531
98600 531
98700 531
98800 531
98900 531
99000 531
99100 531
99200 531
99300 531
99400 531
99500 531
99600 531
99700 531
99800 531
99900 531
100000 531
100100 531
100200 531
100300 531
100400 531
100500 531
100600 531
100700 531
100800 532
100900 532
101000 532
101100 532
101200 532
101300 532
101400 532
101500 532
101600 532
101700 532
101800 532
101900 532
102000 532
102100 532
102200 532
102300 532
102400 532
102500 532
102600 532
102700 532
102800 532
102900 532
103000 532
103100 532
103200 532
103300 532
103400 532
103500 532
103600 532
103700 532
103800 532
103900 532
104000 532
104100 532
104200 532
104300 532
104400 532
104500 532
104600 532
104700 532
104800 532
104900 532
105000 532
105100 532
105200 532
105300 532
105400 532
105500 532
105600 532
105700 532
105800 532
105900 532
106000 532
106100 532
106200 532
106300 532
106400 532
106500 532
106600 532
106700 532
106800 532
106900 532
107000 532
107100 532
107200 532
107300 532
107400 532
107500 532
107600 532
107700 532
107800 532
107900 532
108000 532
108100 532
108200 532
108300 532
108400 532
108500 532
108600 532
108700 532
108800 532
108900 532
109000 532
109100 532
109200 532
109300 532
109400 532
109500 532
109600 532
109700 532
109800 532
109900 532
110000 532
110100 532
110200 532
110300 532
110400 532
110500 532
110600 532
110700 532
110800 532
110900 532
111000 532
111100 533
111200 533
111300 533
111400 533
111500 533
111600 534
111700 535
111800 535
111900 535
112000 535
112100 535
112200 535
112300 535
112400 535
112500 535
112600 535
112700 535
112800 535
112900 535
113000 535
113100 535
113200 535
113300 535
113400 535
113500 535
113600 535
113700 535
113800 535
113900 535
114000 535
114100 535
114200 535
114300 535
114400 535
114500 535
114600 535
114700 535
114800 535
114900 535
115000 535
115100 535
115200 535
115300 535
115400 535
115500 535
115600 535
115700 535
115800 535
115900 535
116000 535
116100 535
116200 535
116300 535
116400 536
116500 536
116600 536
116700 536
116800 536
116900 536
117000 536
117100 536
117200 536
117300 536
117400 536
117500 536
117600 536
117700 536
117800 536
117900 536
118000 536
118100 536
118200 536
118300 536
118400 536
118500 536
118600 536
118700 536
118800 536
118900 536
119000 536
119100 536
119200 536
119300 536
119400 536
119500 537
119600 537
119700 537
119800 537
119900 537
120000 537
120100 537
120200 537
120300 537
120400 537
120500 537
120600 537
120700 537
120800 537
120900 537
121000 537
121100 537
121200 537
121300 537
121400 537
121500 537
121600 537
121700 537
121800 537
121900 537
122000 537
122100 537
122200 537
122300 537
122400 537
122500 537
122600 537
122700 537
122800 537
122900 537
123000 537
123100 537
123200 537
123300 537
123400 537
123500 537
123600 537
123700 537
123800 537
123900 537
124000 537
124100 537
124200 537
124300 537
124400 537
124500 537
124600 537
124700 537
124800 537
124900 537
125000 537
125100 537
125200 537
125300 537
125400 537
125500 537
125600 537
125700 537
125800 537
125900 537
126000 537
126100 537
126200 537
126300 537
126400 537
126500 537
126600 537
126700 537
126800 537
126900 537
127000 537
127100 537
127200 537
127300 537
127400 537
127500 537
127600 537
127700 537
127800 537
127900 537
128000 537
128100 537
128200 537
128300 537
128400 537
128500 537
128600 537
128700 537
128800 537
128900 537
129000 537
129100 537
129200 537
129300 537
129400 537
129500 537
129600 537
129700 537
129800 537
129900 537
130000 537
130100 537
130200 537
130300 537
130400 537
130500 537
130600 537
130700 537
130800 537
130900 537
131000 537
131100 537
131200 537
131300 537
131400 537
131500 537
131600 537
131700 537
131800 537
131900 537
132000 537
132100 537
132200 537
132300 537
132400 537
132500 537
132600 537
132700 537
132800 537
132900 537
133000 537
133100 537
133200 537
133300 537
133400 537
133500 537
133600 537
133700 537
133800 537
133900 537
134000 537
134100 537
134200 537
134300 537
134400 537
134500 537
134600 537
134700 537
134800 537
134900 537
135000 537
135100 537
135200 537
135300 537
135400 537
135500 537
135600 537
135700 537
135800 537
135900 537
136000 537
136100 537
136200 537
136300 537
136400 537
136500 537
